id,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cient Type 
549,IS50283,California,5697.18,No,Basic,Bachelor,1/17/11,Employed,F,27048,Suburban,Married,72,5,85,0,4,Corporate Auto,Corporate L3,Offer3,Agent,345.6,Four-Door Car,Medsize,2
550,MY64920,Oregon,9217.13,No,Basic,College,2/27/11,Employed,F,73259,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Offer4,Web,673.34,SUV,Medsize,3
551,KN34250,Oregon,10208.93,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L2,Offer1,Branch,619.2,SUV,Medsize,2
552,GN46207,Oregon,4170.69,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,3
553,KL57176,Oregon,4505.41,No,Basic,College,2/15/11,Employed,F,67801,Rural,Divorced,115,12,45,1,1,Personal Auto,Personal L3,Offer3,Web,23.81,SUV,Medsize,2
554,MN94234,California,3107.57,No,Extended,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,94,34,59,4,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,1
555,JY90595,Arizona,5528.66,No,Basic,High School or Below,2/7/11,Medical Leave,M,16042,Suburban,Married,73,33,58,0,9,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,1
556,HK26543,California,5045.87,No,Basic,High School or Below,1/27/11,Employed,M,28056,Suburban,Married,64,32,41,1,8,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,Medsize,2
557,PN86062,California,2962.72,No,Extended,High School or Below,1/9/11,Medical Leave,M,16495,Suburban,Married,85,25,75,3,1,Corporate Auto,Corporate L2,Offer1,Branch,408.0,Four-Door Car,Medsize,1
558,VW27730,California,8665.96,No,Basic,Master,2/8/11,Employed,F,41163,Rural,Married,108,11,66,0,3,Corporate Auto,Corporate L2,Offer1,Branch,231.92,SUV,Small,2
559,SH55671,Arizona,11413.44,No,Premium,College,2/6/11,Unemployed,F,0,Suburban,Married,161,3,71,1,9,Personal Auto,Personal L3,Offer1,Branch,772.8,Sports Car,Small,0
560,MO56878,California,15488.43,No,Basic,Bachelor,1/5/11,Employed,M,33799,Suburban,Single,109,28,52,3,2,Corporate Auto,Corporate L3,Offer2,Agent,664.98,SUV,Small,1
561,QP80741,Washington,6048.57,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize,1
562,SV35618,Oregon,5934.74,No,Premium,Bachelor,2/28/11,Employed,F,87747,Rural,Divorced,147,3,87,1,1,Personal Auto,Personal L2,Offer2,Agent,46.49,SUV,Small,3
563,RX12347,Nevada,3543.23,No,Extended,College,2/9/11,Employed,M,35695,Suburban,Married,90,2,7,0,1,Personal Auto,Personal L2,Offer4,Branch,432.0,Four-Door Car,Medsize,3
564,FR55658,California,3490.03,No,Extended,Master,1/27/11,Employed,M,90985,Rural,Divorced,87,33,39,0,1,Personal Auto,Personal L2,Offer1,Branch,78.09,Four-Door Car,Medsize,2
565,XS12556,California,3683.1,No,Basic,College,1/6/11,Unemployed,F,0,Suburban,Married,101,19,16,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,564.47,Sports Car,Medsize,1
566,ZU73588,California,5989.77,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,Medsize,0
567,WT43034,California,12500.84,No,Premium,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,165,16,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,792.0,SUV,Medsize,0
568,VM13430,Oregon,8609.16,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2,74,0,3,Corporate Auto,Corporate L3,Offer2,Branch,289.04,SUV,Medsize,3
569,TC78849,Oregon,2497.46,No,Basic,Bachelor,2/12/11,Employed,M,24825,Rural,Married,64,34,44,0,1,Personal Auto,Personal L3,Offer2,Branch,155.94,Two-Door Car,Medsize,3
570,VC34764,California,7019.18,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize,1
571,WO90953,Oregon,5387.93,No,Basic,College,1/21/11,Employed,F,56835,Suburban,Married,67,25,16,0,3,Personal Auto,Personal L3,Offer1,Branch,326.55,Two-Door Car,Small,2
572,IU47468,Oregon,6165.56,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,88,12,54,0,6,Special Auto,Special L2,Offer3,Web,653.66,Two-Door Car,Small,1
573,KO46064,California,2730.2,No,Basic,Bachelor,2/25/11,Employed,M,46135,Rural,Married,69,12,68,0,1,Personal Auto,Personal L3,Offer1,Agent,103.94,Four-Door Car,Medsize,2
574,RB34917,Arizona,5162.12,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,73,21,87,0,4,Personal Auto,Personal L2,Offer2,Branch,809.53,Four-Door Car,Small,1
575,BI38192,Oregon,7937.06,No,Basic,High School or Below,2/1/11,Employed,F,22862,Suburban,Married,67,9,40,0,2,Personal Auto,Personal L3,Offer2,Agent,321.6,Two-Door Car,Medsize,3
576,PU18983,Oregon,8608.16,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8,80,2,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,2
577,SW79912,Oregon,2632.55,No,Basic,Bachelor,1/22/11,Employed,M,95854,Suburban,Married,65,16,78,0,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Small,3
578,ES39217,Oregon,7785.0,No,Extended,Bachelor,2/19/11,Employed,F,44897,Suburban,Married,99,22,46,1,7,Personal Auto,Personal L1,Offer4,Web,580.73,Four-Door Car,Small,3
579,OY51402,Washington,8255.76,No,Basic,High School or Below,1/14/11,Employed,F,54040,Rural,Married,103,14,88,0,4,Personal Auto,Personal L2,Offer1,Agent,59.99,SUV,Medsize,2
580,UA19178,Oregon,4980.83,No,Basic,Master,2/10/11,Employed,F,53265,Urban,Married,62,12,27,0,3,Personal Auto,Personal L2,Offer2,Call Center,238.01,Four-Door Car,Small,3
581,PR53785,Arizona,7457.24,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Married,198,18,55,1,1,Personal Auto,Personal L3,Offer1,Branch,1577.67,Luxury Car,Small,0
582,RJ85627,Washington,12302.76,No,Basic,Bachelor,1/5/11,Employed,F,43817,Urban,Married,62,25,12,1,2,Personal Auto,Personal L3,Offer3,Branch,245.45,Four-Door Car,Medsize,2
583,CN90378,California,6862.51,No,Extended,High School or Below,2/27/11,Employed,F,54780,Rural,Married,88,22,72,3,5,Personal Auto,Personal L3,Offer1,Agent,135.26,Four-Door Car,Large,2
584,KI56154,Nevada,9048.98,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L1,Offer2,Web,571.2,Sports Car,Medsize,1
585,UI55951,California,5548.03,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,2
586,FF28650,Oregon,8312.68,No,Basic,Bachelor,1/3/11,Retired,M,21442,Suburban,Divorced,118,32,84,0,3,Personal Auto,Personal L3,Offer2,Web,566.4,SUV,Medsize,1
587,FS55302,California,2389.98,No,Basic,Bachelor,2/17/11,Employed,M,27615,Suburban,Married,62,19,18,1,1,Personal Auto,Personal L3,Offer3,Call Center,297.6,Four-Door Car,Medsize,3
588,TN79487,California,4458.11,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,1
589,HG32616,Nevada,5295.74,No,Extended,High School or Below,2/25/11,Employed,M,50200,Urban,Divorced,135,23,98,0,1,Personal Auto,Personal L3,Offer1,Agent,637.06,Sports Car,Medsize,2
590,UK41984,Arizona,3839.61,No,Basic,Doctor,2/21/11,Unemployed,F,0,Suburban,Divorced,112,3,51,2,1,Personal Auto,Personal L2,Offer1,Agent,537.6,SUV,Medsize,1
591,LZ52266,California,3731.5,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,1
592,PM27367,California,2778.9,No,Basic,Master,2/27/11,Employed,F,73570,Rural,Single,70,0,46,1,1,Special Auto,Special L3,Offer2,Branch,75.94,Two-Door Car,Medsize,3
593,ZK21724,Oregon,4016.54,No,Basic,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,111,4,85,0,1,Personal Auto,Personal L1,Offer3,Call Center,799.2,SUV,Large,1
594,QV59143,Washington,8236.92,No,Premium,High School or Below,2/2/11,Unemployed,F,0,Suburban,Married,106,11,15,0,6,Special Auto,Special L2,Offer1,Web,603.06,Four-Door Car,Large,1
595,QE22757,Nevada,2491.32,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.53,Four-Door Car,Large,2
596,ON77649,Oregon,2908.88,No,Basic,College,1/29/11,Employed,F,35895,Urban,Married,73,11,51,0,1,Personal Auto,Personal L3,Offer2,Agent,312.92,Four-Door Car,Medsize,3
597,RN82884,Arizona,4282.95,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize,2
598,CQ75652,Oregon,8341.62,No,Premium,College,1/8/11,Unemployed,M,0,Suburban,Divorced,118,15,77,0,4,Personal Auto,Personal L2,Offer1,Agent,566.4,Four-Door Car,Medsize,1
599,FF58467,Arizona,5090.78,No,Basic,Master,2/5/11,Employed,F,93018,Rural,Divorced,63,5,90,0,3,Personal Auto,Personal L3,Offer3,Call Center,135.38,Four-Door Car,Medsize,2
600,BS83666,Oregon,7366.19,No,Basic,Bachelor,2/13/11,Employed,M,70014,Rural,Divorced,62,6,4,0,2,Corporate Auto,Corporate L3,Offer1,Agent,17.74,Four-Door Car,Large,2
601,WO29605,Oregon,2436.88,No,Basic,College,2/25/11,Employed,F,48875,Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.84,Two-Door Car,Small,2
602,TL77607,California,8852.69,No,Basic,Bachelor,2/5/11,Employed,M,67969,Urban,Married,74,11,14,0,2,Personal Auto,Personal L3,Offer3,Branch,197.78,Four-Door Car,Medsize,3
603,EZ50606,Oregon,23875.48,No,Basic,High School or Below,2/14/11,Unemployed,F,0,Suburban,Married,108,8,55,0,2,Corporate Auto,Corporate L3,Offer4,Web,612.1,SUV,Medsize,0
604,OS39723,Oregon,5600.5,No,Basic,Doctor,1/23/11,Employed,F,68665,Suburban,Married,69,33,67,0,7,Personal Auto,Personal L3,Offer3,Call Center,331.2,Two-Door Car,Small,2
605,FN69743,California,4636.55,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7,43,1,5,Corporate Auto,Corporate L1,Offer2,Agent,316.8,Two-Door Car,Medsize,3
606,XW96958,Nevada,7573.35,No,Premium,High School or Below,2/20/11,Unemployed,M,0,Suburban,Single,110,6,37,0,6,Corporate Auto,Corporate L3,Offer1,Agent,1193.04,Four-Door Car,Large,1
607,TU92578,California,14696.64,No,Extended,College,1/29/11,Employed,M,45345,Suburban,Married,125,0,73,0,2,Personal Auto,Personal L1,Offer1,Agent,600.0,SUV,Medsize,2
608,IJ50779,Washington,12298.69,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,1
609,YE68736,California,7724.84,No,Premium,Bachelor,2/7/11,Employed,F,32051,Suburban,Married,193,4,40,1,1,Personal Auto,Personal L3,Offer1,Call Center,926.4,SUV,Medsize,0
610,OB96537,Oregon,5946.67,No,Basic,Master,2/22/11,Employed,M,81139,Suburban,Divorced,74,22,69,0,3,Special Auto,Special L2,Offer1,Web,392.64,Four-Door Car,Medsize,2
611,EU68825,Oregon,8000.55,No,Basic,Master,1/2/11,Employed,F,63834,Rural,Married,100,23,19,1,3,Personal Auto,Personal L3,Offer4,Agent,215.23,Sports Car,Small,3
612,CC31456,Arizona,6457.56,No,Extended,Bachelor,1/5/11,Employed,M,37548,Rural,Married,81,12,9,0,3,Special Auto,Special L2,Offer2,Web,160.6,Four-Door Car,Medsize,3
613,DJ77787,Arizona,7281.44,No,Basic,High School or Below,1/7/11,Unemployed,F,0,Suburban,Married,69,28,28,3,2,Personal Auto,Personal L2,Offer3,Call Center,371.8,Four-Door Car,Medsize,1
614,LN26837,California,2592.44,Yes,Basic,High School or Below,1/2/11,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,3
615,YI92916,Nevada,4678.42,No,Premium,Master,1/17/11,Employed,M,83102,Urban,Married,116,15,35,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,443.67,Four-Door Car,Small,3
616,NW54906,Oregon,13869.93,Yes,Basic,College,1/21/11,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Personal L3,Offer2,Branch,612.3,SUV,Small,3
617,ME77513,Nevada,8717.78,No,Premium,Master,2/22/11,Employed,F,83707,Urban,Married,108,2,72,0,7,Corporate Auto,Corporate L3,Offer1,Agent,290.39,Four-Door Car,Medsize,2
618,UK76891,California,5233.99,No,Basic,College,2/4/11,Employed,F,63259,Suburban,Married,65,25,14,0,7,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Four-Door Car,Medsize,2
619,SI26888,Nevada,4764.19,No,Basic,High School or Below,2/7/11,Unemployed,F,0,Suburban,Single,67,18,73,0,8,Personal Auto,Personal L3,Offer1,Web,405.53,Four-Door Car,Medsize,1
620,YD74948,Oregon,2472.47,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L3,Offer2,Agent,208.6,Four-Door Car,Medsize,3
621,CA86085,Washington,5608.32,No,Basic,High School or Below,2/22/11,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large,3
622,BW52697,California,5505.06,No,Basic,College,1/1/11,Employed,F,86132,Urban,Married,68,30,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,301.44,Two-Door Car,Medsize,3
623,NL41409,Oregon,2606.21,No,Basic,Bachelor,2/14/11,Employed,F,28519,Suburban,Married,66,1,56,0,1,Personal Auto,Personal L3,Offer2,Web,456.47,Two-Door Car,Large,3
624,OD69005,Arizona,10481.94,No,Extended,High School or Below,1/28/11,Employed,F,39102,Rural,Married,88,11,98,0,2,Personal Auto,Personal L3,Offer3,Agent,152.34,Four-Door Car,Medsize,2
625,ZZ91716,California,3256.77,No,Extended,Bachelor,1/22/11,Unemployed,F,0,Suburban,Married,89,17,56,0,1,Personal Auto,Personal L3,Offer2,Web,491.76,Four-Door Car,Small,1
626,UK70255,California,30475.78,No,Extended,College,1/30/11,Employed,F,97298,Rural,Single,128,16,38,0,2,Personal Auto,Personal L3,Offer4,Web,48.52,Sports Car,Medsize,3
627,QT25383,Nevada,6364.9,No,Extended,High School or Below,1/18/11,Employed,M,41986,Suburban,Single,84,25,31,2,5,Personal Auto,Personal L3,Offer1,Branch,430.38,Two-Door Car,Small,2
628,AW18068,Arizona,9468.51,No,Extended,High School or Below,2/22/11,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Medsize,1
629,NS45347,Oregon,5631.45,No,Basic,College,1/3/11,Medical Leave,F,17291,Suburban,Married,73,3,25,0,5,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,1
630,FV19421,California,7781.0,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Urban,Married,74,0,52,0,2,Personal Auto,Personal L1,Offer1,Branch,246.49,Four-Door Car,Medsize,1
631,XW89091,California,9816.53,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Personal L3,Offer1,Branch,128.97,Four-Door Car,Medsize,2
632,YC11951,Oregon,7519.13,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Corporate L2,Offer1,Agent,185.36,Four-Door Car,Medsize,2
633,UY18770,California,10179.72,Yes,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize,0
634,RA49085,California,2772.84,No,Basic,College,2/28/11,Employed,F,37038,Rural,Married,71,6,97,1,1,Corporate Auto,Corporate L3,Offer4,Branch,9.07,Four-Door Car,Large,3
635,BG84194,Oregon,4037.5,No,Basic,College,2/18/11,Employed,M,90760,Rural,Married,103,5,7,2,1,Special Auto,Special L3,Offer2,Branch,133.48,SUV,Medsize,3
636,GM62071,Washington,21435.88,No,Basic,High School or Below,1/7/11,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,Luxury Car,Large,0
637,MR67738,Oregon,2676.87,No,Basic,High School or Below,2/4/11,Employed,F,54480,Suburban,Married,67,19,91,0,1,Personal Auto,Personal L1,Offer2,Branch,321.6,Four-Door Car,Small,3
638,DM95829,California,2523.96,No,Basic,College,2/24/11,Medical Leave,M,16244,Suburban,Married,68,4,85,0,1,Personal Auto,Personal L3,Offer4,Call Center,623.22,Two-Door Car,Medsize,3
639,DB75522,California,6988.4,No,Extended,College,2/26/11,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Offer2,Branch,427.2,Four-Door Car,Small,3
640,RZ27571,Washington,2695.96,No,Basic,Bachelor,2/13/11,Employed,F,25544,Suburban,Married,68,18,30,0,1,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,2
641,WW30771,Arizona,2673.32,No,Basic,Master,2/13/11,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,3
642,QP65569,Arizona,12157.33,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L3,Offer1,Agent,494.4,Four-Door Car,Medsize,2
643,TN50051,California,2957.76,No,Basic,Doctor,2/6/11,Employed,F,83318,Urban,Divorced,73,21,42,0,1,Personal Auto,Personal L1,Offer3,Web,211.34,Two-Door Car,Medsize,3
644,GT62080,Washington,7433.82,No,Basic,High School or Below,1/29/11,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,227.87,Four-Door Car,Medsize,2
645,JA41698,Nevada,3099.54,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,102,18,32,5,1,Corporate Auto,Corporate L2,Offer2,Call Center,862.76,SUV,Medsize,1
646,NX18774,Oregon,8415.68,No,Basic,Bachelor,1/3/11,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize,2
647,DA69469,Oregon,26843.12,No,Extended,College,1/16/11,Employed,F,36068,Rural,Married,97,0,10,0,2,Personal Auto,Personal L3,Offer2,Branch,113.37,Two-Door Car,Medsize,3
648,CN23147,Oregon,13057.17,No,Premium,Bachelor,2/27/11,Employed,M,48804,Suburban,Married,112,1,4,1,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,2
649,RA68844,Oregon,9599.95,No,Extended,College,1/24/11,Unemployed,M,0,Suburban,Single,131,6,52,0,6,Personal Auto,Personal L2,Offer2,Web,943.2,SUV,Small,1
650,GH42026,Oregon,8535.11,No,Basic,Bachelor,2/22/11,Employed,M,55790,Rural,Single,111,4,40,0,9,Personal Auto,Personal L3,Offer3,Branch,117.67,SUV,Medsize,2
651,BD16530,Arizona,8293.48,No,Basic,Bachelor,1/9/11,Employed,F,70258,Urban,Divorced,69,20,65,0,2,Personal Auto,Personal L1,Offer1,Agent,225.15,Four-Door Car,Medsize,2
652,JH91579,Oregon,6846.15,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L2,Offer1,Call Center,456.0,Two-Door Car,Large,1
653,WK23685,Oregon,6636.86,No,Extended,Bachelor,1/6/11,Employed,F,47274,Rural,Married,83,32,26,1,5,Corporate Auto,Corporate L2,Offer1,Agent,182.43,Four-Door Car,Medsize,2
654,ZJ18419,Washington,5802.84,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,78,27,10,0,8,Personal Auto,Personal L1,Offer1,Branch,644.76,Four-Door Car,Small,1
655,PI78084,Arizona,5077.32,No,Basic,High School or Below,1/9/11,Unemployed,M,0,Suburban,Single,73,26,84,0,3,Personal Auto,Personal L3,Offer2,Call Center,525.6,Two-Door Car,Medsize,1
656,ZF40671,Washington,12427.39,No,Premium,Master,2/9/11,Medical Leave,F,15818,Urban,Married,107,24,99,0,2,Personal Auto,Personal L2,Offer2,Call Center,333.89,Two-Door Car,Medsize,3
657,UG34438,Washington,10990.59,No,Extended,College,1/16/11,Employed,F,44552,Rural,Married,137,7,42,0,3,Personal Auto,Personal L3,Offer1,Branch,311.1,SUV,Medsize,2
658,UK25655,Oregon,3435.25,No,Extended,Bachelor,1/14/11,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Personal L2,Offer2,Call Center,212.39,Two-Door Car,Medsize,3
659,QR45101,Oregon,6624.61,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Corporate L3,Offer1,Branch,297.6,Two-Door Car,Medsize,1
660,EL93539,California,5757.44,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Special Auto,Special L3,Offer2,Branch,174.04,Four-Door Car,Small,3
661,DG80424,Washington,2691.57,No,Basic,College,1/24/11,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Personal L2,Offer2,Agent,257.9,Four-Door Car,Medsize,3
662,DP46882,California,2886.45,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,486.28,Four-Door Car,Large,1
663,WP41146,California,5341.44,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Married,72,4,11,1,7,Personal Auto,Personal L2,Offer1,Branch,345.6,Four-Door Car,Medsize,1
664,TK60799,Arizona,4160.02,No,Basic,High School or Below,1/8/11,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Personal L3,Offer2,Agent,1.92,SUV,Small,3
665,DN29808,California,2846.25,No,Basic,College,2/3/11,Employed,F,28919,Suburban,Married,72,18,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,518.4,Four-Door Car,Medsize,3
666,SS59521,Oregon,4770.26,No,Basic,College,1/2/11,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,1
667,NG66579,Oregon,5059.62,No,Basic,Bachelor,1/6/11,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Personal L3,Offer2,Web,262.12,Two-Door Car,Medsize,3
668,TC14209,Arizona,9095.74,No,Extended,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,128,5,76,0,8,Personal Auto,Personal L2,Offer1,Agent,921.6,SUV,Medsize,1
669,ED50963,California,2688.86,No,Basic,High School or Below,1/29/11,Employed,F,32808,Suburban,Married,68,1,88,1,1,Personal Auto,Personal L3,Offer3,Branch,541.7,Four-Door Car,Small,2
670,GP40701,California,8277.64,No,Basic,Bachelor,2/14/11,Employed,F,79780,Suburban,Married,68,11,58,0,2,Personal Auto,Personal L2,Offer2,Web,326.4,Four-Door Car,Medsize,3
671,CP98451,Oregon,9057.94,No,Basic,College,1/2/11,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Personal L3,Offer1,Agent,327.68,SUV,Medsize,2
672,NX52648,California,3801.75,No,Extended,High School or Below,1/2/11,Employed,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Medsize,2
673,ZC32510,Arizona,9339.34,No,Premium,High School or Below,2/22/11,Employed,M,69442,Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.57,Four-Door Car,Small,0
